Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Cass,4600000.0,PivotNorth Capital,,https://www.cass.ai/," Cass is an AI company that focuses on creating generative music. It uses AI to compose new music, providing unique soundtracks for various purposes.",Chatbot/Conversational AI,Automated Virtual Agents (Healthcare),Applications (Vertical),,,,,2014.0,SF Bay Area,,,,,,,
Cerebrate AI,1000000.0,Yakov Livshits,,https://cerebrate.ai/beta/," Cerebrate AI
 Cerebrate AI provides artificial intelligence solutions for content generation, enabling users to create unique, high-quality content in seconds.",MLOps/Platform,AI as a service platform,Applications (Vertical),,,,,2021.0,Israel,,,,,,,
Certainly,5058801.0,"Seed Capital, VF Venture, Esben Gadsbøll, Thomas Black Petersen",,https://certainly.io/," Certainly
 Certainly offers an AI platform for creating, training, and deploying chatbots for customer service automation.",Chatbot/Conversational AI,E-Commerce Customer Support,Applications (Vertical),,,,,2016.0,Europe,,,,,,,
Chai.ml,0.0,No Data,,https://chai.ml/,"* Chat with AI
- Build and deploy an AI chatbot to thousands of users.",Chatbots & Avatars,,AI Development & Tools,Text,Model Development & Tools,General,Yes,,,,,,,,,
Character.ai,0.0,No Data,,https://beta.character.ai/,* Create and converse with user-generated chatbots,Chatbots & Avatars,,Applications (Horizontal),Text,Chat / Conversational,General,,,,,,,,,,
Character.AI,150000000.0,"Andreessen Horowitz, Elad Gil, SVA, A.Capital Ventures, Nat Friedman",,https://character.ai," Character.AI provides a platform for creating intelligent and interactive characters for games and virtual reality applications, utilizing generative AI techniques.",Avatars,AI Characters/Avatars,Applications (Vertical),,,,,2021.0,SF Bay Area,,,,,,,
Charisma.ai,700000000000.0,,12.0,charisma.ai,"* Powering truly intelligent NPCs in games, virtual learning and metaverses using AI. Talk to the characters and they talk back!",Natural Language Frontends,,Applications (Horizontal),Video,Avatars & Dubbing,General,Yes,,,,,,,,,
ChibiAI,,,,https://chibi.ai/," ChibiAI
 ChibiAI offers AI-based character animation services, enabling users to animate 2D characters in real-time using their webcam.",Text,Text generation (AI Writer),Applications (Vertical),,,,,2021.0,Other US,,,,,,,
Chooch AI,25900000.0,"Alumni Ventures, AngelList Talent, Sand Hill Angels, Sean Bill, 212",,https://www.chooch.com/,"Chooch AI provides visual AI solutions, offering AI training and deployment for various industries to automate visual tasks and processes.",MLOps/Platform,Computer vision platform,Applications (Vertical),,,,,2015.0,SF Bay Area,,,,,,,
Circle Labs,4200000.0,"Techstars, Lightspeed Venture Partners, Daniel Gross, Haystack, Scott Belsky",,https://circlelabs.xyz/," Circle Labs uses AI to generate creative content for games, including characters, dialogues, and storylines, enhancing the gaming experience.",Chatbot/Conversational AI,AI NPC platform,Applications (Vertical),,,,,2021.0,SF Bay Area,,,,,,,
Clawdia,4000000.0,Google for Startups,,https://www.clawdia.ai/, Clawdia is an AI-based platform designed to create personalized shopping experiences by recommending outfits based on user's preferences and current fashion trends.,Legal,Automated Legal Solutions,Applications (Vertical),,,,,2021.0,"Los Angeles, CA",,,,,,,
Clickable,,"Evening Fund, Musha Ventures, Y Combinator, Zentani Capital",,https://www.clickable.so/,* AI generated ads,Text,Ad Creation,Applications (Horizontal),Image,Ad Design,General,Yes,2022.0,Europe,,,,,,,
ClipDrop,1500000000000.0,"Air Street Capital,Carl Riviera,Edward Miller,Ian Hogarth,Kaj Dobrin,Kima Ventures,Maria Raga,Matt Robinson,Namrata Ganatra,Siavash Ghorbani,Soma Capital,Y Combinator",9.0,www.clipdrop.co,"* Create stunning visuals in seconds
- The ultimate ecosystem of apps, plugins & resources for all creators,
powered by artificial intelligence.","AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Image,Image Editing,General,Yes,,,,,,,,,
Closers Copy,,,,https://www.closerscopy.com/," Closers Copy is an AI-powered tool that assists in creating effective sales copy, helping businesses increase their conversion rates and improve marketing strategies.",Text,Content/Copy creation,Applications (Vertical),,,,,2020.0,Europe,,,,,,,
Codacy,29400000.0,"EQT Ventures, Bright Pixel (former Sonae IM), Faber, Isomer Capital, Seedcamp",,https://www.codacy.com/," Codacy automates code reviews and monitors code quality on every commit and pull request, assisting developers to save time in code reviews and manage technical debt.",Code,Code Quality,Applications (Horizontal),,,,,2012.0,Europe,,,,,,,
CodePilot.ai,,,,https://codepilot.netlify.app/," CodePilot.ai is an AI-powered tool that assists developers in writing code by providing relevant code snippets, reducing time and increasing efficiency.",Code,Code Search / Developer Profiles,AI Development & Tools,,,,,2016.0,Other US,,,,,,,
Codex,4525000.0,"NFX, Y Combinator, Ludlow Ventures, Four Cities Capital, NFX, Emergence Capital",,https://usecodex.com/," Codex provides a platform that uses AI to convert natural language into code, assisting both experienced developers and beginners in coding more efficiently.",Code,Code documentation,AI Development & Tools,,,,,2021.0,North America (excl. US),,,,,,,
Codiga,2220000.0,"Techstars, LAUNCH, Service Provider Capital, Vishal Rao, 2.12 Angels",15.0,https://www.codiga.io/,"* Developer Productivity Unleashed
- Your personal Coding Assistant and Automated Code Review",Code,Code Quality,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2019.0,Other US,,,,,,,
Cogram,0.0,"Pioneer Fund,Y Combinator",5.0,www.cogram.com,"* Effortless meeting notes and action items
‍- Cogram takes automatic notes in virtual meetings and identifies action items, while keeping your data private and secure.",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
Cohere,170000000000000.0,"Alphabet,Artisanal Ventures,Fei-Fei Li,Geoffrey Hinton,Ian Goodfellow,Index Ventures,Nvidia,Pieter Abbeel,Radical Ventures,Raquel Urtasun,Sanja Fidler,Section 32,Tiger Global Management",114.0,www.cohere.ai,"* Making NLP part of every developer's toolkit
- Harness the power of language understanding. Join the developers and businesses who are using Cohere to generate, categorize and organize text at a scale that was previously unimaginable.",Foundation Model Providers,,AI Development & Tools,Text,Model Development & Tools,General,Yes,,,,,,,,,
Cohere.ai,414946073.0,"NVIDIA, Tiger Global Management, Inovia Capital, Index Ventures, Radical Ventures",,https://cohere.ai/," Cohere.ai develops natural language processing models for applications like translation, summarization, and conversation, enabling more human-like interaction with AI systems.",MLOps/Platform,NLP Platform,AI Development & Tools,,,,,2019.0,North America (excl. US),,,,,,,
Cohere.io,3250000.0,"Y Combinator, Initialized Capital, Soma Capital, Chapter One Ventures, BoxGroup",,https://cohere.io/," Cohere.io provides a powerful natural language processing platform for developers to build applications that can understand, generate, and engage in human conversation.",Chatbot/Conversational AI,Customer Support,AI Development & Tools,,,,,2020.0,"New York, NY",,,,,,,
Colossyan,6179350.0,"APX, LAUNCHub Ventures, Day One Capital, Oktogon Ventures, Emerge Education",17.0,https://www.colossyan.com/,"* Create videos with‍ AI actors, real easy
- No more time-wasting in the studio or money on camera equipment",Video,AI Video Creation,Applications (Horizontal),Video,Avatars,Education,Yes,2020.0,Other US,,,,,,,
Comet ML,69800000.0,"Techstars, Techstars Ventures, Founders' Co-op, Two Sigma Ventures, Fathom Capital",,https://www.comet.com/site/," Comet ML provides a self-hosted and cloud-based meta machine learning platform that enables data scientists to track, compare, explain and optimize experiments and models.",MLOps/Platform,Model deployment / modeling / collaboration,AI Development & Tools,,,,,2017.0,"New York, NY",,,,,,,
Compose AI,2100000.0,"Y Combinator, Craft Ventures, Root and Shoot Ventures",4.0,https://www.compose.ai/,"* Write Faster With AI, Save Time
- Compose AI is a free Chrome extension that cuts your writing time by 40% with AI-powered autocompletion",Text,Writing (automated),Applications (Horizontal),Text,General Writing & Editing,General,Yes,2020.0,SF Bay Area,,,,,,,
Consensus,4200000.0,"Alumni Ventures, Draper Associates, Winklevoss Capital, Brian Pokorny, Nomad Capital",,https://consensus.app/," Consensus
 Consensus is an AI-driven platform that automates complex B2B sales processes, allowing for personalized buyer engagement and increased sales productivity.",Semantic Search,Scientific Search / data organization,Applications (Horizontal),,,,,2021.0,Other US,,,,,,,
Consizely,,,,https://consizely.com/," Consizely offers an AI-powered tool that helps in summarizing and extracting key points from long documents, saving time and increasing productivity.",Summarization,Summarization,Applications (Horizontal),,,,,2021.0,SF Bay Area,,,,,,,
Contenda,,,9.0,https://contenda.co/,"* Create the content your audience wants, from content you've already made
- Contenda contextually identifies your content's key topics and spins it into the right format for your audience to discover.",Text,Marketing content creation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2021.0,Other US,,,,,,,
Contentbot.ai,0.0,LianLian Pay,,www.contentbot.ai,"* The Future of Writing is Here
- Use the world's most advanced AI Writer.
- Blog content, paraphrasing, ad copy, and so much more",Generation for Copywriters & SMB Marketers,,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,,,,,,,,,
ContentBot.ai,,LianLian Pay,,https://contentbot.ai/," ContentBot.ai is an AI-powered tool that generates high-quality content for blogs, ads, social media, and more, helping marketers and writers save time and effort.",Text,Marketing content creation,Applications (Vertical),,,,,2021.0,"Miami, FL",,,,,,,
Contentelly,,,,https://contentelly.com/," Contentelly is an AI-powered tool that assists content creators in generating unique, SEO-optimized content for blogs, articles, and social media posts.",Summarization,Blog post generation from news,Applications (Vertical),,,,,2022.0,Europe,,,,,,,
Contents,8023701.0,"Fabio Cannavale, Synergo Capital, Alberto Chalon, Jacopo Paoletti",,https://www.contents.com/," Contents
 Contents is an AI-driven content creation platform that automates the production of SEO-optimized articles, blogs, and other digital content.",MLOps/Platform,Content creation platform,Applications (Vertical),,,,,2020.0,Europe,,,,,,,
Contlo,4300000.0,"Titan Capital, Better Capital, Varun Alagh, Kae Capital, Harshil Mathur",,https://contlo.com/," Contlo
 Contlo offers an AI-powered platform for automating business conversations and tasks, improving efficiency and customer interaction.",Text,E-commerce Marketing,Applications (Horizontal),,,,,2021.0,Other US,,,,,,,
Conto,,,,https://www.conto.ai/," Conto
 Conto is a generative AI company that creates unique, AI-written text for marketing, advertising, and other content needs.",Text,Content/Copy creation,Applications (Vertical),,,,,2021.0,Europe,,,,,,,
Conversion Maker AI,4072333.0,Christian Funk Holding,,https://conversionmaker.ai/," Conversion Maker AI offers an AI-powered tool that optimizes website content to increase conversion rates, improve SEO, and enhance user experience.",Text,Text generation,Applications (Horizontal),,,,,2020.0,Europe,,,,,,,
Copy Shark,,,,https://www.copyshark.ai/," Copy Shark offers AI-powered copywriting services, generating creative, engaging text for marketing, sales, and other business content needs.",Text,Content/Copy creation,Applications (Vertical),,,,,2021.0,North America (excl. US),,,,,,,
Copy.ai,13900000.0,"Sequoia Capital, Tiger Global Management, Wing Venture Capital, Elad Gil, Craft Ventures",47.0,https://www.copy.ai/,* Say ‘goodbye’ to the blank page for good,Text,Content creation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2020.0,Other US,,,,,,,
Copymatic,,,,https://copymatic.ai/," Copymatic is an AI-powered writing assistant that helps in creating high-quality content for various purposes such as emails, articles, social media posts and more.",Text,Marketing content creation,Applications (Horizontal),,,,,2021.0,"Los Angeles, CA",,,,,,,
CopyMonkey,100405.0,"JOINT JOURNEY, Herman Kienhuis, River Venture Partners, EMERGE, Angels Band",,https://copymonkey.ai/," CopyMonkey uses AI to generate engaging and creative marketing content, saving time for content creators and marketers.",Text,Marketing / E-Commerce Listings,Applications (Vertical),,,,,2020.0,Europe,,,,,,,
