Company,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,Unnamed: 21
Resemble AI,2200000000000.0,"Akatsuki Entertainment Technology Fund,Betaworks Ventures,Canaan Partners,Craft Ventures,Firstminute Capital,GMG Ventures,LoftyInc Capital Management,Mango.vc,Ubiquity Ventures",16.0,www.resemble.ai,"* AI Voice Generator that sounds real.
- Resemble AI supercharges your AI voice with a text-to-speech AI voice generator and real-time APIs to build immersive experiences.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
ReSpeecher,1600000000000.0,"Acrobator Ventures,Activat,Cathexis Ventures,Chris Adelsbach,Comcast Ventures,ff Venture Capital,ICU,Network VC,Rostyslav Futalo,Techstars,Vlad Ionescu,Yuriy Kostiv",36.0,www.respeecher.com,"* Voice Cloning for Content Creators
- Create speech that's indistinguishable from the original speaker. Perfect for filmmakers, game developers, and other content creators",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Respeecher,1500000.0,"Techstars, Google for Startups, ff Venture Capital, TechNexus Venture Collaborative, Chris Adelsbach",,https://www.respeecher.com/,,Video,Voice cloning,,,,,,2018,Europe,,,,,,,
Rime Labs,0.0,No Data,,https://Rime.ai,"* Taking speech technology from limited to limitless
- Deep learning meets deep linguistic expertise to develop the world’s premier speech products.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Riverside,47000000.0,"Elad Gil, Zeev Ventures, Seven Seven Six, Oren Zeev, Casey Neistat",,https://riverside.fm/,,Video,Podcast recording / editing,,,,,,2019,Israel,,,,,,,
Robin AI,16870950.0,"SoftBank, Google for Startups, Creative Destruction Lab (CDL), Plural Platform, Forward Partners",,https://www.robinai.co.uk/,,Legal,Contract simplification,,,,,,2019,"London, UK",,,,,,,
Robust Intelligence,44000000.0,"Sequoia Capital, Tiger Global Management, Harpoon, Engineering Capital, Ram Shriram",,https://www.robustintelligence.com/,,MLOps/Platform,Model dev,,,,,,2019,SF Bay Area,,,,,,,
Rosebud,9000000000000.0,"Amplify Partners,Animoca Brands,Ankur Goyal,Balaji Srinivasan,Chris Messina,Essence Venture Capital,Foothill Ventures,Holly Liu,Ilya Sutskever,Jake Klamka,JUMP Investors,Kevin Lin,Khosla Ventures,Kun Gao,L'Oréal USA,Lux Capital,Peter Chen,Samuel Teller,Sfermion,Soma Capital,Timothy Chen,Valor Equity Partners,Y Combinator",12.0,www.rosebud.ai,"* AI Generated Visuals
- We make it easy for you to get the exact visual you need.",Other Consumer,,Applications (Vertical),Text,Code generation & Documentation,Games,Yes,,,,,,,,,
Rosebud.ai,1500000.0,"Y Combinator, Kevin Lin, Khosla Ventures, Foothill Ventures, Lux Capital",,https://www.rosebud.ai/,,Image,Photo/Video generation,,,,,,2019,SF Bay Area,,,,,,,
Rubbrband,500000.0,Y Combinator,,https://rubbrband.com/,,MLOps/Platform,Open-source ML training,,,,,,2022,SF Bay Area,,,,,,,
Runway,195500000.0,"Bossanova Investimentos, Madrona, Guillermo Rauch, Coatue, Bienville Capital",,https://runwayml.com/,,Video,Image/Video creation/editing,,,,,,2018,"New York, NY",,,,,,,
RunwayML,43500000000000.0,"Amplify Partners,Amplify.LA,Bienville Capital,Coatue Management,Compound,Lux Capital",40.0,www.runwayml.com,"* The video editor you've been waiting for, finally.
- From basic editing to advanced post-processing, Runway is like having your own video production studio right inside your browser.","AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Rytr,,,3.0,https://rytr.me/,"* A better, 10x faster way to write
- Rytr is an AI writing assistant that helps you create high-quality content, in just a few seconds, at a fraction of the cost!",Text,Content creation,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2021,Other US,,,,,,,
Sage SEO,324000.0,"Conscious Venture Lab, Philly Startup Leaders",,https://www.sageseo.ai/,,Text,generates Google Search results,,,,,,2020,Other US,,,,,,,
Salad,20200000.0,"Kickstart, Left Lane Capital, Origin Ventures, Carthona Capital, Royal Street Ventures",,https://www.salad.com/,,MLOps/Platform,GPU Cloud for Generative AI applications,,,,,,2018,Other US,,,,,,,
Samespace,,,,https://www.samespace.com/,,Chatbot/Conversational AI,Contact Center,,,,,,2015,SF Bay Area,,,,,,,
Samplead,200000.0,,,https://samplead.co/,,Text,Personalized Emails (Sales),,,,,,2020,Israel,,,,,,,
Sapling Intelligence,200000000000.0,Y Combinator,2.0,www.sapling.ai,* Sapling Suggest recommends chat responses across messaging platforms.,Contact Center,,Applications (Horizontal),Text,Customer support,General,Yes,,,,,,,,,
Sapling.ai,150000.0,Y Combinator,,https://sapling.ai,,Chatbot/Conversational AI,AI messaging assistant,,,,,,2018,SF Bay Area,,,,,,,
Save All,680000.0,"Ada Ventures, CapitalT",,https://saveall.ai/landing,,Text,Copilot for learning,,,,,,2021,"London, UK",,,,,,,
Sayso,800000.0,Creative Destruction Lab (CDL),7.0,https://www.sayso.ai/,"* Understand accents better with accent-modulating software
- Our mission is to help English speakers around the world understand each other with ease, work productively and grow human connection.
- Sayso is a real-time accent modulating software. Built by a hard-tech startup pushing boundaries in audio science, AI and online collaboration.",Audio,Accent filtering in real time,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2020,SF Bay Area,,,,,,,
Scale AI,602620000.0,"Thrive Capital, Y Combinator, Tiger Global Management, Accel, Wellington Management",,https://scale.com/,,MLOps/Platform,Data-Centric ML Lifecycle,,,,,,2016,SF Bay Area,,,,,,,
Scalenut,3500000.0,"Titan Capital, Saama Capital, AngelList India, Amit Singhal, First Principles",,https://www.scalenut.com/,,Text,Content/marketing,,,,,,2020,APAC,,,,,,,
Scenario,6000000.0,"Play Ventures, Anorak Ventures, Justin Kan, Graph Ventures, The Venture Reality Fund/VRF",,https://www.scenario.com/,,Game,Enables anyone to easily create game assets,,,,,,2021,SF Bay Area,,,,,,,
Scholarcy,240000.0,,,https://www.scholarcy.com/,,Summarization,Summarization,,,,,,2019,"London, UK",,,,,,,
Scispace,850000.0,Haresh Chawla,,https://typeset.io/,,Summarization,Discover and understand research papers,,,,,,2015,APAC,,,,,,,
Second Nature,15500000000000.0,"Cardumen Capital,Signals Venture Capital,StageOne Ventures,Zoom Video Communications",26.0,www.secondnature.ai,"* Scale up your sales coaching with bite-sized, realistic, AI-driven role plays, immediate feedback, scoring and an amazing experience.",Sales Coaching,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Seek,7500000.0,"Battery Ventures, Mustafa Suleyman, Conviction Partners, Bob Muglia, Tristan Handy",,https://www.seek.ai/,,Code,Data queries / SQL,,,,,,2021,"New York, NY",,,,,,,
Seenapse,275000.0,"Wayra, Mountain Partners, Havas Group, Nazca Ventures",,https://www.seenapse.it/,,Text,Idea generation,,,,,,2014,LatAm,,,,,,,
Sefi AI,,,,https://www.sefi.ai/,,Game,Generate games from text,,,,,,2022,Israel,,,,,,,
SeMI Technologies,67700000.0,"Index Ventures, New Enterprise Associates, Battery Ventures, Zetta Venture Partners, GTMfund",,https://www.semi.technology/,,Semantic Search,AI Infrastructure,,,,,,2019,Europe,,,,,,,
Seo.ai,,,,https://seo.ai/,,Text,Content creation (SEO),,,,,,2023,Europe,,,,,,,
Sequome,,,,https://www.sequome.com/,,Bio,"Design biological sequences, to develop sequence medicines.",,,,,,2022,SF Bay Area,,,,,,,
Shakespeare,,,,https://www.shakespeare.ai/,,Text,Copywriting,,,,,,2022,"London, UK",,,,,,,
SharePay,125000.0,,,https://getsharepay.com/,,Data,Shared payments,,,,,,2022,SF Bay Area,,,,,,,
SHO,1100000000000.0,"Center on Rural Innovation,Jay Bockhaus,Valor Ventures",14.0,www.sho.ai,"* Build your brand with the power of AI
- SHO is the only platform that helps brands tap into the power of AI to create truly unique experiences.",Ad Generation & Brand Building,,Applications (Horizontal),Image,Ad Design,General,Yes,,,,,,,,,
ShortlyAI,,,,https://www.shortlyai.com/,,Text,Writing (automated),,,,,,2017,"London, UK",,,,,,,
ShowHue,,Taiwan Startup Stadium,,https://showhue.com/,,Image,E-commerce product photos,,,,,,2018,APAC,,,,,,,
Shuffll,,,,https://shuffll.com/,,Video,Multi-user video dev tool,,,,,,2021,Israel,,,,,,,
Simplified,10700000.0,"Bossanova Investimentos, Wing Venture Capital, Khosla Ventures, Uncorrelated Ventures, Craft Ventures",50.0,https://simplified.com/,"* Design, Write, Edit videos, and Publish Content. Built For Teams.
* One App For Modern...
- Graphic Designers
- Copy Writers
- Video Makers
- Social Media Marketers
- Marketing Teams",Image,Content Creation/Publishing,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,2020,SF Bay Area,,,,,,,
Skippr,4500000.0,,,https://skippr.com/,,Image,Product design,,,,,,2022,"London, UK",,,,,,,
Skit,36800000000000.0,"Aaryaman Shah,Amit Ghorawat,AngelList,Ankit Gupta,Appyhigh Technology,Exfinity Venture Partners,Indian Angel Network,Kalaari Capital,Kishore Ganji,LetsVenture Online,Rahul Aggarwal,SenseAI Ventures,SRI Capital,Veda Venture Capital,WestBridge Capital Partners",384.0,www.skit.ai,"* The Skit Augmented Voice Intelligence Platform
- Contact Center Modernization. Augmented by Voice AI.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Slai,3500000.0,"Alumni Ventures, Y Combinator, Tiger Global Management, Soma Capital, Uncorrelated Ventures",,https://www.slai.io/,,MLOps/Platform,Model dev,,,,,,2021,Other US,,,,,,,
SliceX AI,6000000.0,,6.0,https://slicex.ai/,"* Making next-generation AI universally accessible across Cloud & Edge devices, use-cases and verticals.
- An innovative ML platform enabling anyone to generate, analyze, classify, reason, answer and embed content for applications across different verticals.",MLOps/Platform,Machine learning platform,AI Development & Tools,,"MLOps (Hosting, Deployment, Integration)",General,Yes,2021,SF Bay Area,,,,,,,
Sloped.xyz,20000.0,Pioneer,,https://www.sloped.xyz/,,Data,Data visualization from NLP,,,,,,2023,SF Bay Area,,,,,,,
SmartWriter,0.0,No Data,,https://www.smartwriter.ai/,"* Generate 1000s of Personalised Emails that get you 8x more replies within minutes using AI
- Never waste time researching or writing 'personalised' emails again. Automate your entire outreach process. 40x faster and 6x cheaper than humans.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Smartwriter.ai,,,,https://www.smartwriter.ai/,,Text,Personalized Emails (Sales),,,,,,2021,Australia,,,,,,,
Snorkel,135250000.0,"Accel, BlackRock, Google Ventures, Lightspeed Venture Partners, Walden International",,https://snorkel.ai/,,Data,Data Lableing,,,,,,2019,SF Bay Area,,,,,,,
Social Keyboard,,,,https://www.socialkeyboardapp.com/,,Chatbot/Conversational AI,Translate and rewrite messages,,,,,,2022,SF Bay Area,,,,,,,
Solace Vision,0.0,Techstars,4.0,www.solacevision.com,"A 3D creation tool powered by AI and natural language
- Solace Vision gives you the power to create virtual objects in minutes using your text input.",Design Tools,,Applications (Horizontal),Code,Video Generation & Animation,Games,Yes,,,,,,,,,
Sonantic,2570651.0,"Edward Lando, Entrepreneur First, AME Cloud Ventures, EQT Ventures, Jeremy Yap",12.0,https://www.sonantic.io/,"* AI Voices: Stunning realism. Capitvating Emotion.
- Deliver compelling, lifelike performances with fully expressive AI-generated voices.",Audio,Voice Generation,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,2018,"London, UK",,,,,,,
Sonicbox,,,,https://sonicbox.io/,,Text,Written content into audio summaries,,,,,,2023,Europe,,,,,,,
Sonify,,,,https://www.sonify.io/,,Audio,Data to music,,,,,,2019,Other US,,,,,,,
Soniox,0.0,,,www.soniox.com,"* Groundbreaking Speaker AI
- Speaker Diarization: Auto-detects ""who said what"" with 96% accuracy. 5x more accurate than Google, Amazon and Microsoft
- Speaker Identification. Determines speaker identities",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
SonnetAI,500000000000.0,Y Combinator,3.0,www.sonnetai.com,"* Personalized outbound at scale.
- Sonnet generates cold emails that are written from scratch for each prospect.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Soul Machines,115656972.0,"SoftBank Vision Fund, Temasek Holdings, Horizons Ventures, Lakestar, Salesforce Ventures",,soulmachines.com,,Image,visual media generation,,,,,,2016,APAC,,,,,,,
Soundful,3800000.0,,,https://soundful.com/,,Audio,Song generation,,,,,,2019,"San Diego, CA",,,,,,,
Soundraw,2200000000000.0,"ANOBAKA,Atsushi Fukuda,Ceres (Japan),Deepcore,iSG Investment Works,Jun Fukuda,Kazuomi Kaneto,Masaru Sunagawa,Mint (Tokyo),Shuhei Yamashita,SMBC Venture Capital",,soundraw.io,"* Freely customize high-quality, royalty-free music.
- Soundraw is a music generator for creators. Select the type of music you want - genre, instruments, mood, length, etc - and let our AI generate beautiful songs for you.",Music,,Applications (Horizontal),Audio,Music Generation,General,Yes,,,,,,,,,
SoundRaw,1959467.0,"Ceres, SMBC Venture Capital, Mint, Deepcore, ANOBAKA",,https://soundraw.io/,,Audio,Song generation,,,,,,2020,APAC,,,,,,,
Speak,38000000.0,"Y Combinator, Founders Fund, Lachy Groom, Khosla Ventures, OpenAI Startup Fund",,https://www.speak.com/,,Audio,Learn to speak English,,,,,,2016,SF Bay Area,,,,,,,
Speechify,4500000.0,"G9 Ventures, Streamlined Ventures, Adjacent",,https://speechify.com/,,Audio,Text to Speech,,,,,,2017,"Miami, FL",,,,,,,
Speechki,750000.0,"Alchemist Accelerator, Greycroft",,https://speechki.org/,,Audio,Audiobook voice generation,,,,,,2019,Other US,,,,,,,
Spellbook,12415000.0,"Creative Destruction Lab (CDL), BDC Venture Capital, Inovia Capital, Bling Capital, Concrete Ventures",,https://spellbook.legal/,,Legal,AI Copilot for Contracting,,,,,,2018,North America (excl. US),,,,,,,
Spiritt,9500000000000.0,"Disruptive AI,Izhar Shay,Silicon Valley Bank",,www.spiritt.io,"* Build A Gorgeous App By Only Describing It
- SPIRITT is a human-assisted AI platform that lets you build complex apps like Airbnb, Instagram, Pinterest, and many more without any tech skills needed, With an affordable monthly price.",Build Apps from Text Interface,,Applications (Horizontal),Code,Application Building,General,Yes,,,,,,,,,
Splash,23220227.0,"Techstars, BITKRAFT Ventures, Khosla Ventures, Techstars Ventures, King River Capital",103.0,https://www.splashmusic.com/,"* Create your sound
- Join the next generation of music producers on SplashHQ",Audio,Song generation,Applications (Horizontal),Audio,Music Generation,General,Yes,2017,Australia,,,,,,,
Stability,98797885.0,"Lightspeed Venture Partners, Coatue, Kadmos Capital, Fourth Revolution Capital, O'Shaughnessy Asset Management",100.0,https://stability.ai/,"* AI by the people, for the people
- Designing and implementing solutions using collective intelligence and augmented technology
- Stability AI is building open AI tools that will let us reach our potential.",Image,Open AI Tools / Image Generation,AI Development & Tools,General / Multi-Modal,Model Development & Tools,General,Yes,2019,"London, UK",,,,,,,
Staircase,4000000.0,"StageOne Ventures, Disruptive AI Venture Capital",,https://staircase.ai/,,Sentiment Analysis,Text sentiment analysis / contact center,,,,,,2021,"Los Angeles, CA",,,,,,,
Starryai,,,,https://www.starryai.com/,,Image,Art generation,,,,,,2021,"New York, NY",,,,,,,
Stenography,,,,https://stenography.dev/,* Finally. Automatic Documentation.,Code,Code Documentation,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2021,"New York, NY",,,,,,,
Steve,110000.0,,,https://www.steve.ai/,,Video,Text to Video,,,,,,2014,SF Bay Area,,,,,,,
Stockimg.ai,,,,https://stockimg.ai/,,Image,Stock image generation,,,,,,2021,Unknown,,,,,,,
Storytime,0.0,"SciFi VC,South Park Commons",4.0,www.storytime.land,AI generated films,Tools for Artists,,Applications (Vertical),Video,Video Generation & Animation,Media & Entertainment,Yes,,,,,,,,,
Storywizard.ai,,,,https://www.storywizard.ai/,,Text,Children's story generation,,,,,,2023,Israel,,,,,,,
Strmr,,,,https://www.strmr.com/,,Image,Image Generation,,,,,,2022,SF Bay Area,,,,,,,
Stylo,3000000.0,"Caffeinated Capital, Matchstick Ventures, Converge, VITALIZE Venture Capital",,https://www.askstylo.com/,,Audio,Contact Center,,,,,,2021,Other US,,,,,,,
Subtxt,,,,https://subtxt.app/,,Text,Writing (stories),,,,,,2023,"Los Angeles, CA",,,,,,,
SudoWrite,3000000000000.0,"500 Global,Andrew Weissman,Caffeinated Capital,Daniel Ha,Evan Williams,Garuda,George Nolfi,Gustaf Alstromer,Human Ventures,John August,Justin Choi,Kevin Lacker,Matthew Mullenweg,Naveen Selvadurai,Om Malik,Patrick Lee,Rob LaFave,Sahil Lavingia,Scott Belsky",4.0,www.sudowrite.com,* Bust writer’s block with our magical writing AI.,Tools for Artists,,Applications (Horizontal),Text,General Writing & Editing,General,Yes,,,,,,,,,
Sudowrite,3000000.0,500 Global,,https://www.sudowrite.com/,,Text,Writing (automated),,,,,,2020,SF Bay Area,,,,,,,
Summari,3200000.0,SVA,,https://www.summari.com/,,Summarization,Summarization (reading),,,,,,2019,SF Bay Area,,,,,,,
Supercreator,0.0,No Data,,www.supercreator.ai/,"* Turn yourself into a supercreator!
- Create short form videos 10x faster using artificial intelligence",Content Repurposing,,Applications (Vertical),Video,Video Generation & Animation,Marketing,Yes,,,,,,,,,
SuperCreator,1170000.0,,,https://www.supercreator.ai/,,Video,Short form video,,,,,,2021,Israel,,,,,,,
Supertone,3572705.0,"Hybe, Big Hit Music",,https://supertone.ai/,,Audio,Voice Generation / cloning,,,,,,2020,APAC,,,,,,,
Surfer,,,,https://surferseo.com/,,Text,Marketing content generation,,,,,,2017,Europe,,,,,,,
Swapp,18500000.0,"Eurazeo, Waveline Ventures, Activum, Entrée Capital, Point72 Ventures",,https://www.swapp.ai/,,Image,AI-Powered Construction Documents,,,,,,2019,"London, UK",,,,,,,
Symbl.ai,23620000.0,"Techstars, Bossanova Investimentos, GreatPoint Ventures, Jump Capital, Crosscut Ventures",,symbl.ai,,MLOps/Platform,Conversational AI Platform,,,,,,2018,"Seattle, WA",,,,,,,
Syntegra,5625000.0,"Village Global, WVV Capital, Launchpad Capital, Impact Venture Capital, GRIDS Capital",,https://www.syntegra.io/,,Data,Healthcare synthetic data,,,,,,2019,SF Bay Area,,,,,,,
Synthesia,66600000.0,"Google Ventures, s16vc, MMC Ventures, FirstMark, LDV Capital",125.0,https://www.synthesia.io/,"* Create AI videos at scale in 60 languages
- Synthesia is a web-based platform for creating videos with AI avatars. Thousands of companies use it to create professional videos at scale, 80% faster than before.",Avatars,AI avatar video creation,Applications (Horizontal),Video,Avatars,General,Yes,2017,"London, UK",,,,,,,
Synthesis AI,21500000.0,"Bossanova Investimentos, 468 Capital, Bee Partners, LETA Capital, Sorenson Ventures",,synthesis.ai,,MLOps/Platform,Synthetic data and image generation,,,,,,2019,SF Bay Area,,,,,,,
Synthesis.ai,25100000000000.0,"468 Capital,Alumni Ventures,Bee Partners,Boom Capital Ventures,iRobot Ventures,Kubera Venture Capital,Leta Capital,PJC,Sorenson Ventures,Swift Ventures",29.0,www.synthesis.ai,"* Better Models Deployed Faster With Synthetic Data
- A synthetic data platform for ML engineers providing perfectly labeled, diverse, and photorealistic images and videos.",Training Data,,AI Development & Tools,Image,Data Management,General,Yes,,,,,,,,,
Synthesys,,,,https://synthesys.io/,,Video,Text to Video,,,,,,2020,"London, UK",,,,,,,
Syntheticus,0.0,,4.0,www.syntheticus.ai,"* Search the Internet with help from a smart AI assistant
- Input your private data, and our engine turns it into shareable synthetic data.",Training Data,,AI Development & Tools,Text,Data Management,General,Yes,,,,,,,,,
Tabnine,32050000.0,"OurCrowd, Samsung NEXT, Qualcomm Ventures, Khosla Ventures, Headline",48.0,https://www.tabnine.com/,"* AI Assistant For Software Developers
- Code Faster With Whole-Line & Full-Function Code Completions",Code,Code Completion,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,2013,Israel,,,,,,,
Tailorbird,,"NFX, FJ Labs, Moderne Ventures",,https://www.tailorbird.us/,,Image,Architecture planning,,,,,,2020,Other US,,,,,,,
Tavus,6100000.0,"Sequoia Capital, Y Combinator, Accel, Lightspeed Venture Partners, Hack VC",10.0,https://www.tavus.io/,"* Record One Video, We'll Handle The Next Thousand.
- Transform how you build relationships with Tavus. Record once and watch as our AI automatically generates personalized videos in one click. Ready to unlock the power of video and see 5x conversions?",Video,Personalized videos,Applications (Horizontal),Video,Avatars,General,Yes,2020,SF Bay Area,,,,,,,
Tenyx,15000000000000.0,"AME Cloud Ventures,Cota Capital,Morado Ventures,Natural Bridge Fund,Pathbreaker Ventures,Point72 Ventures,StageOne Ventures",10.0,www.tenyx.com,* Tenyx is developing the next generation of intelligent machines based on propriertary neuroscience-inspired AI technology,Contact Center,,Applications (Horizontal),Audio,Customer support,General,Yes,,,,,,,,,
TermScout,7270000.0,"NFX, Techstars, Ground Up Ventures, NFX, Underdog Labs, Bridge Investments",,https://www.termscout.com/,,Legal,Legal contract platform,,,,,,2018,Other US,,,,,,,
TestFit,22000000.0,Parkway Venture Capital,,https://testfit.io/,,Image,Real estate design,,,,,,2016,Other US,,,,,,,
"Text, Inc (LiveChat)",,,,https://www.text.com/,,Chatbot/Conversational AI,Text Intelligence for better customer service,,,,,,2015,Europe,,,,,,,
TextCortex AI,1200000.0,"Entrepreneur First, Speedinvest, b2venture (formerly btov Partners), Amar Shah, Holger Hengstler",,https://textcortex.com/,,Text,Marketing content generation,,,,,,2021,Europe,,,,,,,
Textio,42499972.0,"Emergence, Industry Ventures, Bloomberg Beta, Upside Partnership, Scale Venture Partners",139.0,https://textio.com/,"* End hidden bias, literally.
- Textio has developed the world’s most advanced workplace language guidance, so you can see where social bias is hiding—and know exactly how to fix it. Now available for both recruiting and performance feedback!",Sentiment Analysis,Writing (bias / sentiment),Applications (Vertical),Text,,Human Resources,Yes,2014,"Seattle, WA",,,,,,,
Textmetrics,,"OostNL, Filsa Capital",,https://www.textmetrics.com/,,Text,Writing/Editing,,,,,,2015,Europe,,,,,,,
The Culture DAO,,,,https://www.theculturedao.com/,,Image,Media/Advertising,,,,,,2021,Other US,,,,,,,
The Keys,2300000000000.0,"Asymmetry Ventures,Cassis & Cassis Capital,Corner3,Datapower Ventures,DayDreams Ventures,DCA Asset Management,FirstMile Ventures,Kickstart Seed Fund,Moontide Capital,Service Provider Capital,Techstars,The Fund",23.0,www.thekeys.ai,* Better connection starts with a single message,Other Consumer,,Applications (Vertical),Text,Sales / Copywriting,Automotive,Yes,,,,,,,,,
The Simulation,10500000.0,"Manta Ray, Social Discovery Ventures, Day One Ventures, LionTree LLC, 7percent Ventures, Boston Seed Capital, Dream Machine, GFR Fund, Outpost Capital LLC, Riverside Ventures, AET Fund (Akatsuki Entertainment Technology Fund), Super Ventures",,https://fablesimulation.com/,,Game,NFT metaverse simulation,,,,,,2017,SF Bay Area,,,,,,,
The.com,4000000.0,"NFX, NFX, Sound Ventures, Harry Stebbings, Village Global, VSC Ventures, Jay Parikh",13.0,https://www.the.com/,"* Your website is too small.
- Expand your share of the web, automatically.",Code,Website Generation,Applications (Vertical),Code,Application Building,Marketing,Yes,2021,SF Bay Area,,,,,,,
theGist,7000000.0,"Aleph, StageOne Ventures, Avishai Abrahami, Yoav Vilner, Itzik Ben Bassat",,https://www.thegist.ai/,,Text,Summarizes Slack messages,,,,,,2022,Israel,,,,,,,
Thundercontent,,,,https://thundercontent.com/,,Text,Marketing content creation,,,,,,2021,"New York, NY",,,,,,,
Tiamat World,9000000.0,"DCM Ventures, Vitalbridge Capital, Linear Capital",,http://www.tiamat.world/,,Image,Text-to-Image Generation,,,,,,2021,APAC,,,,,,,
Timely,2800000000000.0,,9.0,www.timelyai.com,"* Scheduling has never been this simple
- You want your work to flow smoothly. But managing appointments can be a lot of work. With timelyAI you can organize your entire schedule via WhatsApp — it’s as easy as texting with a friend",Task Automation & Virtual Assistant,,Applications (Horizontal),Code,RPA Automation,General,Yes,,,,,,,,,
TLDR This,,,,https://tldrthis.com/,,Summarization,Summarization,,,,,,2019,APAC,,,,,,,
Tome,75300000.0,"500 Global, 8VC, Wing Venture Capital, Lightspeed Venture Partners, Coatue",,https://tome.app/,,Summarization,Content summarization,,,,,,2020,SF Bay Area,,,,,,,
Tonic,45000000.0,"Insight Partners, GGV Capital, Bloomberg Beta, Xfund, Heavybit",,https://www.tonic.ai/,,Data,Synthetic Data,,,,,,2018,SF Bay Area,,,,,,,
Topic,,,,https://www.usetopic.com/,,Text,Content creation (SEO),,,,,,2019,SF Bay Area,,,,,,,
Trinka,,,,https://www.trinka.ai/,,Text,Writing/Editing,,,,,,2020,APAC,,,,,,,
Triple Whale,52700000.0,"NFX, Shopify, NFX, Shaan Puri, Elephant, Tectonic Capital",,https://www.triplewhale.com/,,Data,"E-commerce, marketing",,,,,,2021,Israel,,,,,,,
TrueFoundry,2300000.0,"Trajectory Ventures, Vijay Shankar, Eniac Ventures, Naval Ravikant, Mana Ventures",,https://www.truefoundry.com/,,MLOps/Platform,Model development,,,,,,2021,SF Bay Area,,,,,,,
Tuney,1360000.0,"Gaingels, Mucker Capital, CIC Angels, bValue Fund, MuckerLab",,https://www.tuney.io/,,Audio,Song generation and AI generated remixes,,,,,,2020,"Los Angeles, CA",,,,,,,
Twain,4530895.0,"Sequoia Capital, Calm/Storm Ventures, TQ Ventures, Andreas Kupke, Johann ""Hansi"" Hansmann",20.0,https://www.usetwain.com/,"* Write emails that get answers
- Twain is the AI communication assistant for outreach",Text,Email Outbound,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,2021,Europe,,,,,,,
Twelve Labs,17120000.0,"Techstars, Index Ventures, Radical Ventures, WndrCo, Dug Song",,https://twelvelabs.io/,,Semantic Search,Video/Image Search,,,,,,2021,SF Bay Area,,,,,,,
Twig.so,100000.0,"Tier 1 Scout Fund, 8 Angels",,https://www.twig.so/,,Summarization,AI assistants for Technical Support Agents,,,,,,2022,SF Bay Area,,,,,,,
Tymely,7000000.0,"Insight Partners, Hetz Ventures, 97212 Ventures, DESCOvery",,https://www.tymely.ai/,"* Astonish Your Customers With Outstanding Customer Service
- Finally, an AI for eCommerce customer support emails that works with human-level accuracy.",Chatbot/Conversational AI,Contact Center (E-Commerce),Applications (Horizontal),Text,Customer support,General,Yes,2020,"New York, NY",,,,,,,
Typeface,65000000.0,"Menlo Ventures, Google Ventures, Lightspeed Venture Partners, M12 - Microsoft's Venture Fund",,https://www.typeface.ai/,,Text,Marketing copies that include text and images,,,,,,2022,SF Bay Area,,,,,,,
Typewise,3447167.0,"Y Combinator, Innosuisse, Seedrs, SICTIC, Rebel Fund",20.0,https://www.typewise.app/,"Communicate faster & more effectively
AI writing solution for customer service & sales teams",Text,Writing (CS / Sales),Applications (Horizontal),Text,Customer support,General,Yes,2019,Europe,,,,,,,
UberDuck,500000.0,Y Combinator,,https://uberduck.ai/,,Audio,Voiceovers,,,,,,2021,"Seattle, WA",,,,,,,
Uizard,18600000.0,"Insight Partners, 7percent Ventures, byFounders, LDV Capital, AV8 Ventures",,https://uizard.io/,,Image,Product Design,,,,,,2018,Europe,,,,,,,
Ultimate,27400545.0,"Techstars, European Innovation Council, HV Capital, OMERS Ventures, Maki.vc",,https://www.ultimate.ai/,,Chatbot/Conversational AI,Automated Virtual Agents,,,,,,2017,Europe,,,,,,,
Unbounce,39147612.0,"500 Global, Espresso Capital, Accomplice, Real Ventures, Founders' Co-op",,https://unbounce.com/,,Text,AI Writer / Landing Pages,,,,,,2009,North America (excl. US),,,,,,,
