Company Name,Funding (est $),Notable Investors,Headcount,URL,Description,Category,Focus,Value Chain Layer,Modality,Product Focus,Industry,Active?,Founded,HQ,Logo,Founders,Last Round,Valuation,Business Model,Open Source?,
PolyAI,"$112,300,000 ","Amadeus Capital Partners,Christopher Mairs,Entrepreneur First,Georgian,Hangar 51,Khosla Ventures,L Marks,Nathan Benaich,Passion Capital,Plug and Play Tech Center,Point72 Ventures,Sands Capital,Steve Crossan,Twilio Ventures",105,www.poly.ai,"* Superhuman Voice Assistants
- Answer every call immediately, 24/7.
- No agents needed.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
PolyAI,"$66,000,000","Entrepreneur First, Twilio, Khosla Ventures, Amadeus Capital Partners, Sands Capital Ventures",,https://poly.ai/,,Chatbot/Conversational AI,Voice Assistants,,,,,,,"London, UK",,,,,,,
Ponzu,,South Park Commons,,https://www.ponzu.gg/,,Image,Marketing,,,,,,,SF Bay Area,,,,,,,
Potion,"$3,500,000","Unshackled Ventures, Streamlined Ventures",,https://www.sendpotion.com/,,Video,Personalized videos,,,,,,,SF Bay Area,,,,,,,
Pragma,$0 ,No Data,,www.pragma.ai,"* Knowledge created for you. Right when you need it.
- Centralize knowledge from across your organization with a single plug-in, ensuring alignment and giving instant support to client-facing teams.",Contact Center,,Applications (Horizontal),Text,Search,General,Yes,,,,,,,,,
Pragma,"$2,800,000","INT3, Secret Chord Ventures",,https://www.pragma.ai/,,Chatbot/Conversational AI,AI sales assistant,,,,,,,Israel,,,,,,,
Primer,"$167,800,000 ","Addition,AIM13 CV Partners,AME Cloud Ventures,Amplify Partners,Avalon Ventures,Bloomberg Beta,Crosslink Capital,Crumpton Ventures,DCVC,In-Q-Tel,J2 Ventures,Lux Capital,Mubadala Capital-Ventures,Sands Capital,Section 32,STEADFAST Capital Ventures,United States Department of Defense",182,www.primer.ai,"* Primer lets organizations quickly explore and utilize the world’s exponentially growing sources of text-based information. 
- Our best-in-class machine intelligence solutions help you answer complex questions in real time with human-level precision.",Vertical,,Applications (Horizontal),Code,Data Analytics,General,Yes,,,,,,,,,
PrimerAI,"$168,049,995","DCVC, AME Cloud Ventures, Lux Capital, Section 32, Mubadala Capital Ventures",,https://primer.ai/,,Summarization,Summarization,,,,,,,SF Bay Area,,,,,,,
Prisma Labs,"$6,000,000","Palta, Elysium Venture Capital, Taver Capital Partners",,https://prisma-ai.com/,,Image,Photo to art generation,,,,,,,SF Bay Area,,,,,,,
Profile Picture,,,,https://www.profilepicture.ai/,,Image,Image Generation,,,,,,,Unknown,,,,,,,
Profluent,"$9,000,000","Insight Partners, AIX Ventures, Air Street Capital, Phoenix Venture Partners",,https://www.profluent.bio/,,Bio,Decoding the language of proteins with AI,,,,,,,SF Bay Area,,,,,,,
ProWritingAid,,,,https://prowritingaid.com/,,Text,Writing/Editing,,,,,,,"London, UK",,,,,,,
Pygma,$0 ,No Data,,www.pygma.app,"* Turn Figma designs into high-quality code
- Pygma generates the quality of code that you’d expect from a professional developer - readable and true to the design.",Figma to Code,,Applications (Horizontal),Image,Code generation & Documentation,General,Yes,,,,,,,,,
Qdrant,"$2,000,000 ","42CAP,IBB Ventures,Mücke Roth & Company",15,www.qdrant.tech,"* Open source neural search engine
- Make the most of your Unstructured Data
- Qdrant is a vector similarity engine. It deploys as an API service providing search for the nearest high-dimensional vectors.
With Qdrant, embeddings or neural network encoders can be turned into full-fledged applications for matching, searching, recommending, and much more!",Vector Search,,AI Development & Tools,,Data Management,General,Yes,,,,,,,,,
Qopywriter.ai,,,,https://qopywriter.ai/,,Text,Copywriting,,,,,,,Europe,,,,,,,
Quantamix Solutions,,,,https://quantamixsolutions.com/,,Text,Content automation,,,,,,,Europe,,,,,,,
Quattr,"$7,065,000","Correlation Ventures, Neotribe Ventures, Emergent Ventures",,https://www.quattr.com/,,Text,Growth Marketing / SEO Content generation,,,,,,,SF Bay Area,,,,,,,
QuickChat,$0 ,No Data,,https://www.quickchat.ai/,* Technology to build AI Assistants that talk like a human,"MLOps, Infra, & DevTools",,AI Development & Tools,Code,Chat / Conversational,Marketing,Yes,,,,,,,,,
Quickchat,"$125,000",,,https://www.quickchat.ai/,,Chatbot/Conversational AI,AI Assistants,,,,,,,Europe,,,,,,,
Quillbot AI,"$4,200,000","Sierra Ventures, Service Provider Capital, GSV Ventures",,https://quillbot.com/,,Text,Writing (paraphrasing),,,,,,,Other US,,,,,,,
QuizMe,,,,https://quizme.ai/,,Text,Learning co-pilot,,,,,,,North America (excl. US),,,,,,,
Raft,"$17,870,000","Techstars, Bessemer Venture Partners, Dynamo, Episode 1",,https://www.raft.ai/,,MLOps/Platform,Image Similarity,,,,,,,"London, UK",,,,,,,
Reach,$0 ,No Data,,https://www.magicreach.ai/,* The fastest way for sales reps to personalize their cold emails at scale,Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Reach,,,,https://www.magicreach.ai/,,Text,Personalized Emails (Sales),,,,,,,Europe,,,,,,,
ReadSpeaker,,TIIN Capital,,https://www.readspeaker.com/,,Audio,Text to Speech,,,,,,,Europe,,,,,,,
Recut,$0 ,No Data,,www.getrecut.io,"* Recut
- Unlimited personalized content - no extra takes needed",Synthetic Talking Heads,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Reduct Video,"$4,000,000","Elad Gil, Dylan Field, South Park Commons, Greylock, Pear VC",,https://reduct.video/,,Video,Video editing,,,,,,,SF Bay Area,,,,,,,
Reduct.Video,"$8,800,000 ","6ixth Event,Armando Mann,Dylan Field,Elad Gil,Greylock Partners,Joshua Rosenthal,Pascal Levy-Garboua,Pear,South Park Commons",13,www.reduct.video,"* Where your team and video work together
- Reduct is a collaborative transcript-based video platform where everyone can review, search, highlight and edit video, as easily as text.","AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Reface,"$5,500,000","Andreessen Horowitz, TQ Ventures, Adventures Lab, Sergey Tokarev",,https://hey.reface.ai/,,Video,Face swaps,,,,,,,Europe,,,,,,,
Regie.ai,"$14,800,000 ","Day One Ventures,Foundation Capital,Scale Venture Partners,South Park Commons",46,www.regie.ai,"The AI Content Platform for Modern Revenue Teams. Regie helps sales, marketing, and success teams write engaging content faster using AI",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
regie.ai,"$20,800,000","South Park Commons, Khosla Ventures, Day One Ventures, Foundation Capital, Scale Venture Partners",,https://www.regie.ai/,,Text,Content/Marketing,,,,,,,SF Bay Area,,,,,,,
reKnow,"$142,081",Skalata,,https://www.reknow.io,,Text,AI text generation and repurposing,,,,,,,Australia,,,,,,,
Removebg,,,,https://www.remove.bg/,,Image,Background removal,,,,,,,Europe,,,,,,,
Rephrase,"$12,200,000","Techstars, Silver Lake, Red Ventures, 8VC, Lightspeed India Partners",,https://www.rephrase.ai/,,Video,Personalized videos,,,,,,,SF Bay Area,,,,,,,
Rephrase.ai,"$12,300,000 ","8VC,AV8 Ventures,Lightspeed India Partners,Lightspeed Venture Partners,Lowe's Innovation Labs,Marsshot Ventures,Red Ventures,Silver Lake,Techstars",43,www.rephrase.ai,"* Humanize communication with digital avatars
- Create hyper-personalized videos at scale that drive engagement and business efficiencies with Rephrase AI.",Chatbots & Avatars,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Replica,"$5,373,757","Flying Fox Ventures, Techstars Ventures, The Venture Reality Fund/VRF, Carthona Capital, Mawson Ventures",,https://replicastudios.com/,,Game,AI Voice Actors,,,,,,,Australia,,,,,,,
Replica Analytics,"$1,000,000","Nina Capital, FACIT, Mitacs",,https://replica-analytics.com/,,Data,Healthcare synthetic data,,,,,,,North America (excl. US),,,,,,,
Replica Studios,"$5,500,000 ","Carthona Capital,Flying Fox Ventures,Mawson,Techstars,The Venture Reality Fund",18,www.replicastudios.com,"* AI voice actors for games, film & the metaverse",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Replicant,"$113,000,000 ","Alumni Ventures,Atomic Labs,Bloomberg Beta,Costanoa Ventures,IRONGREY,Norwest Venture Partners,Omega Venture Partners,Salesforce Ventures,State Farm Ventures,Stripes",141,www.replicant.com,"* The Leader in Contact Center Automation
- Fully automate and resolve tier 1 customer service issues over the phone and other channels. Your customers never wait and your live agents are always available.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Replicate,"$17,800,000","Andreessen Horowitz, Sequoia Capital, Y Combinator, Lachy Groom, Guillermo Rauch",,https://replicate.com/,,MLOps/Platform,ML model deployment,,,,,,,SF Bay Area,,,,,,,
Replika,"$11,200,000 ","ACME Capital,All Turtles,Friendly Hill Capital,Justin Waldron,Khosla Ventures,Ludlow Ventures,Philip Libin,Richard Socher,Shervin Pishevar,Y Combinator,Zillionize",35,www.replika.ai,"The AI companion who cares
* Always here to listen and talk.
- Always on your side",Chatbots & Avatars,,Applications (Horizontal),Video,Avatars,General,Yes,,,,,,,,,
Replika,"$10,920,000","Y Combinator, Khosla Ventures, Ludlow Ventures, ACME Capital, Richard Socher",,https://replika.ai/,,Chatbot/Conversational AI,AI personal companion,,,,,,,SF Bay Area,,,,,,,
Replit,"$104,600,000 ","A Capital Inn,A.Capital Ventures,A16z Cultural Leadership Fund,Adam D'Angelo,Addition,Amino Capital,Andreessen Horowitz,Andrew Sutherland,Ankur Nagpal,Anthony Pompliano,Austen Allred,Benjamin Darnell,Bloomberg Beta,Coatue Management,Dave Lee,Domagoj Babic,Fadi Ghandour,Fahd Ananta,Fifth Down Capital,Gagan Biyani,Greg Brockman,Henrique Debugras,Mattia Astori,Mission and Market,Not Boring Capital,Olivier Pomel,Paul Graham,Peter Thiel,Reach Capital,Roach Capital,Scott Schleifer,Shaan Puri,Shaikh Khalid Bin Mansour Bin Ahmed Bin Ali Althani,Soleio Cuervo,South Park Commons,Vinay Hiremath,Vlad Tenev,Volt Capital,Y Combinator,Zachary Sims",102,www.replit.com,"* Code, create, and learn together
- Use our free, collaborative, in-browser IDE to code in 50+ languages — without spending a second on setup.","Generation for Code, Terminal, and Querying",,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,,,,,,,,,
Replit,"$202,020,000","Andreessen Horowitz, Reach Capital, Y Combinator, Naval Ravikant, Khosla Ventures",,https://replit.com/,,Code,Web Development,,,,,,,SF Bay Area,,,,,,,
Resemble,"$4,000,000","Betaworks, Craft Ventures, Canaan Partners, Spacecadet Ventures, GMG Ventures",,https://www.resemble.ai/,,Audio,Voiceovers,,,,,,,North America (excl. US),,,,,,,
Resemble AI,"$2,200,000 ","Akatsuki Entertainment Technology Fund,Betaworks Ventures,Canaan Partners,Craft Ventures,Firstminute Capital,GMG Ventures,LoftyInc Capital Management,Mango.vc,Ubiquity Ventures",16,www.resemble.ai,"* AI Voice Generator that sounds real.
- Resemble AI supercharges your AI voice with a text-to-speech AI voice generator and real-time APIs to build immersive experiences.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
ReSpeecher,"$1,600,000 ","Acrobator Ventures,Activat,Cathexis Ventures,Chris Adelsbach,Comcast Ventures,ff Venture Capital,ICU,Network VC,Rostyslav Futalo,Techstars,Vlad Ionescu,Yuriy Kostiv",36,www.respeecher.com,"* Voice Cloning for Content Creators
- Create speech that's indistinguishable from the original speaker. Perfect for filmmakers, game developers, and other content creators",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Respeecher,"$1,500,000","Techstars, Google for Startups, ff Venture Capital, TechNexus Venture Collaborative, Chris Adelsbach",,https://www.respeecher.com/,,Video,Voice cloning,,,,,,,Europe,,,,,,,
Rime Labs,$0 ,No Data,,https://Rime.ai,"* Taking speech technology from limited to limitless
- Deep learning meets deep linguistic expertise to develop the world’s premier speech products.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Riverside,"$47,000,000","Elad Gil, Zeev Ventures, Seven Seven Six, Oren Zeev, Casey Neistat",,https://riverside.fm/,,Video,Podcast recording / editing,,,,,,,Israel,,,,,,,
Robin AI,"$16,870,950","SoftBank, Google for Startups, Creative Destruction Lab (CDL), Plural Platform, Forward Partners",,https://www.robinai.co.uk/,,Legal,Contract simplification,,,,,,,"London, UK",,,,,,,
Robust Intelligence,"$44,000,000","Sequoia Capital, Tiger Global Management, Harpoon, Engineering Capital, Ram Shriram",,https://www.robustintelligence.com/,,MLOps/Platform,Model dev,,,,,,,SF Bay Area,,,,,,,
Rosebud,"$9,000,000 ","Amplify Partners,Animoca Brands,Ankur Goyal,Balaji Srinivasan,Chris Messina,Essence Venture Capital,Foothill Ventures,Holly Liu,Ilya Sutskever,Jake Klamka,JUMP Investors,Kevin Lin,Khosla Ventures,Kun Gao,L'Oréal USA,Lux Capital,Peter Chen,Samuel Teller,Sfermion,Soma Capital,Timothy Chen,Valor Equity Partners,Y Combinator",12,www.rosebud.ai,"* AI Generated Visuals
- We make it easy for you to get the exact visual you need.",Other Consumer,,Applications (Vertical),Text,Code generation & Documentation,Games,Yes,,,,,,,,,
Rosebud.ai,"$1,500,000","Y Combinator, Kevin Lin, Khosla Ventures, Foothill Ventures, Lux Capital",,https://www.rosebud.ai/,,Image,Photo/Video generation,,,,,,,SF Bay Area,,,,,,,
Rubbrband,"$500,000",Y Combinator,,https://rubbrband.com/,,MLOps/Platform,Open-source ML training,,,,,,,SF Bay Area,,,,,,,
Runway,"$195,500,000","Bossanova Investimentos, Madrona, Guillermo Rauch, Coatue, Bienville Capital",,https://runwayml.com/,,Video,Image/Video creation/editing,,,,,,,"New York, NY",,,,,,,
RunwayML,"$43,500,000 ","Amplify Partners,Amplify.LA,Bienville Capital,Coatue Management,Compound,Lux Capital",40,www.runwayml.com,"* The video editor you've been waiting for, finally.
- From basic editing to advanced post-processing, Runway is like having your own video production studio right inside your browser.","AI Editing for Video, Photos, and Audio",,Applications (Horizontal),Video,Video Editing,General,Yes,,,,,,,,,
Rytr,$0 ,,3,www.rytr.me,"* A better, 10x faster way to write
- Rytr is an AI writing assistant that helps you create high-quality content, in just a few seconds, at a fraction of the cost!",Generation for Copywriters & SMB Marketers,,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,,,,,,,,,
Rytr,,,,https://rytr.me/,,Text,Content creation,,,,,,,Other US,,,,,,,
Sage SEO,"$324,000","Conscious Venture Lab, Philly Startup Leaders",,https://www.sageseo.ai/,,Text,generates Google Search results,,,,,,,Other US,,,,,,,
Salad,"$20,200,000","Kickstart, Left Lane Capital, Origin Ventures, Carthona Capital, Royal Street Ventures",,https://www.salad.com/,,MLOps/Platform,GPU Cloud for Generative AI applications,,,,,,,Other US,,,,,,,
Samespace,,,,https://www.samespace.com/,,Chatbot/Conversational AI,Contact Center,,,,,,,SF Bay Area,,,,,,,
Samplead,"$200,000",,,https://samplead.co/,,Text,Personalized Emails (Sales),,,,,,,Israel,,,,,,,
Sapling Intelligence,"$200,000 ",Y Combinator,2,www.sapling.ai,* Sapling Suggest recommends chat responses across messaging platforms.,Contact Center,,Applications (Horizontal),Text,Customer support,General,Yes,,,,,,,,,
Sapling.ai,"$150,000",Y Combinator,,https://sapling.ai,,Chatbot/Conversational AI,AI messaging assistant,,,,,,,SF Bay Area,,,,,,,
Save All,"$680,000","Ada Ventures, CapitalT",,https://saveall.ai/landing,,Text,Copilot for learning,,,,,,,"London, UK",,,,,,,
Sayso,"$200,000 ",Rackhouse Venture Capital,7,www.sayso.ai,"* Understand accents better with accent-modulating software
- Our mission is to help English speakers around the world understand each other with ease, work productively and grow human connection.
- Sayso is a real-time accent modulating software. Built by a hard-tech startup pushing boundaries in audio science, AI and online collaboration.",Accent Modulation & Voice Augmentation,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Sayso,"$800,000",Creative Destruction Lab (CDL),,https://www.sayso.ai/,,Audio,Accent filtering in real time,,,,,,,SF Bay Area,,,,,,,
Scale AI,"$602,620,000","Thrive Capital, Y Combinator, Tiger Global Management, Accel, Wellington Management",,https://scale.com/,,MLOps/Platform,Data-Centric ML Lifecycle,,,,,,,SF Bay Area,,,,,,,
Scalenut,"$3,500,000","Titan Capital, Saama Capital, AngelList India, Amit Singhal, First Principles",,https://www.scalenut.com/,,Text,Content/marketing,,,,,,,APAC,,,,,,,
Scenario,"$6,000,000","Play Ventures, Anorak Ventures, Justin Kan, Graph Ventures, The Venture Reality Fund/VRF",,https://www.scenario.com/,,Game,Enables anyone to easily create game assets,,,,,,,SF Bay Area,,,,,,,
Scholarcy,"$240,000",,,https://www.scholarcy.com/,,Summarization,Summarization,,,,,,,"London, UK",,,,,,,
Scispace,"$850,000",Haresh Chawla,,https://typeset.io/,,Summarization,Discover and understand research papers,,,,,,,APAC,,,,,,,
Second Nature,"$15,500,000 ","Cardumen Capital,Signals Venture Capital,StageOne Ventures,Zoom Video Communications",26,www.secondnature.ai,"* Scale up your sales coaching with bite-sized, realistic, AI-driven role plays, immediate feedback, scoring and an amazing experience.",Sales Coaching,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Seek,"$7,500,000","Battery Ventures, Mustafa Suleyman, Conviction Partners, Bob Muglia, Tristan Handy",,https://www.seek.ai/,,Code,Data queries / SQL,,,,,,,"New York, NY",,,,,,,
Seenapse,"$275,000","Wayra, Mountain Partners, Havas Group, Nazca Ventures",,https://www.seenapse.it/,,Text,Idea generation,,,,,,,LatAm,,,,,,,
Sefi AI,,,,https://www.sefi.ai/,,Game,Generate games from text,,,,,,,Israel,,,,,,,
SeMI Technologies,"$67,700,000","Index Ventures, New Enterprise Associates, Battery Ventures, Zetta Venture Partners, GTMfund",,https://www.semi.technology/,,Semantic Search,AI Infrastructure,,,,,,,Europe,,,,,,,
Seo.ai,,,,https://seo.ai/,,Text,Content creation (SEO),,,,,,,Europe,,,,,,,
Sequome,,,,https://www.sequome.com/,,Bio,"Design biological sequences, to develop sequence medicines.",,,,,,,SF Bay Area,,,,,,,
Shakespeare,,,,https://www.shakespeare.ai/,,Text,Copywriting,,,,,,,"London, UK",,,,,,,
SharePay,"$125,000",,,https://getsharepay.com/,,Data,Shared payments,,,,,,,SF Bay Area,,,,,,,
SHO,"$1,100,000 ","Center on Rural Innovation,Jay Bockhaus,Valor Ventures",14,www.sho.ai,"* Build your brand with the power of AI
- SHO is the only platform that helps brands tap into the power of AI to create truly unique experiences.",Ad Generation & Brand Building,,Applications (Horizontal),Image,Ad Design,General,Yes,,,,,,,,,
ShortlyAI,,,,https://www.shortlyai.com/,,Text,Writing (automated),,,,,,,"London, UK",,,,,,,
ShowHue,,Taiwan Startup Stadium,,https://showhue.com/,,Image,E-commerce product photos,,,,,,,APAC,,,,,,,
Shuffll,,,,https://shuffll.com/,,Video,Multi-user video dev tool,,,,,,,Israel,,,,,,,
Simplified,"$10,700,000 ","8-Bit Capital,Ajay Yadav,Ankur Nagpal,Craft Ventures,Earl Grey Capital,Form Capital,Form Capitall,Gaingels,GFR Fund,Khosla Ventures,Mads Johnsen,Manik Gupta,MyAsiaVC,Rahul Vohra,Todd Goldberg,Uncorrelated Ventures,Wing Venture Capital",50,www.simplified.co,"* Design, Write, Edit videos, and Publish Content. Built For Teams.
* One App For Modern...
- Graphic Designers
- Copy Writers
- Video Makers
- Social Media Marketers
- Marketing Teams",Generation for Copywriters & SMB Marketers,,Applications (Vertical),Text,General Writing & Editing,Marketing,Yes,,,,,,,,,
Simplified,"$10,700,000","Bossanova Investimentos, Wing Venture Capital, Khosla Ventures, Uncorrelated Ventures, Craft Ventures",,https://simplified.com/,,Image,Content Creation/Publishing,,,,,,,SF Bay Area,,,,,,,
Skippr,"$4,500,000",,,https://skippr.com/,,Image,Product design,,,,,,,"London, UK",,,,,,,
Skit,"$36,800,000 ","Aaryaman Shah,Amit Ghorawat,AngelList,Ankit Gupta,Appyhigh Technology,Exfinity Venture Partners,Indian Angel Network,Kalaari Capital,Kishore Ganji,LetsVenture Online,Rahul Aggarwal,SenseAI Ventures,SRI Capital,Veda Venture Capital,WestBridge Capital Partners",384,www.skit.ai,"* The Skit Augmented Voice Intelligence Platform
- Contact Center Modernization. Augmented by Voice AI.",Voicebot,,Applications (Horizontal),Audio,Customer support / Knowledge Management,General,Yes,,,,,,,,,
Slai,"$3,500,000","Alumni Ventures, Y Combinator, Tiger Global Management, Soma Capital, Uncorrelated Ventures",,https://www.slai.io/,,MLOps/Platform,Model dev,,,,,,,Other US,,,,,,,
SliceX AI,"$4,000,000 ",,6,www.slicex.ai,"* Making next-generation AI universally accessible across Cloud & Edge devices, use-cases and verticals.
- An innovative ML platform enabling anyone to generate, analyze, classify, reason, answer and embed content for applications across different verticals.","MLOps, Infra, & DevTools",,AI Development & Tools,,"MLOps (Hosting, Deployment, Integration)",General,Yes,,,,,,,,,
SliceX AI,"$6,000,000",,,https://slicex.ai/,,MLOps/Platform,Machine learning platform,,,,,,,SF Bay Area,,,,,,,
Sloped.xyz,"$20,000",Pioneer,,https://www.sloped.xyz/,,Data,Data visualization from NLP,,,,,,,SF Bay Area,,,,,,,
SmartWriter,$0 ,No Data,,https://www.smartwriter.ai/,"* Generate 1000s of Personalised Emails that get you 8x more replies within minutes using AI
- Never waste time researching or writing 'personalised' emails again. Automate your entire outreach process. 40x faster and 6x cheaper than humans.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Smartwriter.ai,,,,https://www.smartwriter.ai/,,Text,Personalized Emails (Sales),,,,,,,Australia,,,,,,,
Snorkel,"$135,250,000","Accel, BlackRock, Google Ventures, Lightspeed Venture Partners, Walden International",,https://snorkel.ai/,,Data,Data Lableing,,,,,,,SF Bay Area,,,,,,,
Social Keyboard,,,,https://www.socialkeyboardapp.com/,,Chatbot/Conversational AI,Translate and rewrite messages,,,,,,,SF Bay Area,,,,,,,
Solace Vision,$0 ,Techstars,4,www.solacevision.com,"A 3D creation tool powered by AI and natural language
- Solace Vision gives you the power to create virtual objects in minutes using your text input.",Design Tools,,Applications (Horizontal),Code,Video Generation & Animation,Games,Yes,,,,,,,,,
Sonantic,"$2,600,000 ",,12,www.sonantic.io,"* AI Voices: Stunning realism. Capitvating Emotion.
- Deliver compelling, lifelike performances with fully expressive AI-generated voices.",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
Sonantic,"$2,570,651","Edward Lando, Entrepreneur First, AME Cloud Ventures, EQT Ventures, Jeremy Yap",,https://www.sonantic.io/,,Audio,Voice Generation,,,,,,,"London, UK",,,,,,,
Sonicbox,,,,https://sonicbox.io/,,Text,Written content into audio summaries,,,,,,,Europe,,,,,,,
Sonify,,,,https://www.sonify.io/,,Audio,Data to music,,,,,,,Other US,,,,,,,
Soniox,$0 ,,,www.soniox.com,"* Groundbreaking Speaker AI
- Speaker Diarization: Auto-detects ""who said what"" with 96% accuracy. 5x more accurate than Google, Amazon and Microsoft
- Speaker Identification. Determines speaker identities",Synthetic Voices & Dubbing,,Applications (Horizontal),Audio,Audio Editing & Dubbing,General,Yes,,,,,,,,,
SonnetAI,"$500,000 ",Y Combinator,3,www.sonnetai.com,"* Personalized outbound at scale.
- Sonnet generates cold emails that are written from scratch for each prospect.",Sales Tools,,Applications (Horizontal),Text,Sales / Copywriting,General,Yes,,,,,,,,,
Soul Machines,"$115,656,972","SoftBank Vision Fund, Temasek Holdings, Horizons Ventures, Lakestar, Salesforce Ventures",,soulmachines.com,,Image,visual media generation,,,,,,,APAC,,,,,,,
Soundful,"$3,800,000",,,https://soundful.com/,,Audio,Song generation,,,,,,,"San Diego, CA",,,,,,,
Soundraw,"$2,200,000 ","ANOBAKA,Atsushi Fukuda,Ceres (Japan),Deepcore,iSG Investment Works,Jun Fukuda,Kazuomi Kaneto,Masaru Sunagawa,Mint (Tokyo),Shuhei Yamashita,SMBC Venture Capital",,soundraw.io,"* Freely customize high-quality, royalty-free music.
- Soundraw is a music generator for creators. Select the type of music you want - genre, instruments, mood, length, etc - and let our AI generate beautiful songs for you.",Music,,Applications (Horizontal),Audio,Music Generation,General,Yes,,,,,,,,,
SoundRaw,"$1,959,467","Ceres, SMBC Venture Capital, Mint, Deepcore, ANOBAKA",,https://soundraw.io/,,Audio,Song generation,,,,,,,APAC,,,,,,,
Speak,"$38,000,000","Y Combinator, Founders Fund, Lachy Groom, Khosla Ventures, OpenAI Startup Fund",,https://www.speak.com/,,Audio,Learn to speak English,,,,,,,SF Bay Area,,,,,,,
Speechify,"$4,500,000","G9 Ventures, Streamlined Ventures, Adjacent",,https://speechify.com/,,Audio,Text to Speech,,,,,,,"Miami, FL",,,,,,,
Speechki,"$750,000","Alchemist Accelerator, Greycroft",,https://speechki.org/,,Audio,Audiobook voice generation,,,,,,,Other US,,,,,,,
Spellbook,"$12,415,000","Creative Destruction Lab (CDL), BDC Venture Capital, Inovia Capital, Bling Capital, Concrete Ventures",,https://spellbook.legal/,,Legal,AI Copilot for Contracting,,,,,,,North America (excl. US),,,,,,,
Spiritt,"$9,500,000 ","Disruptive AI,Izhar Shay,Silicon Valley Bank",,www.spiritt.io,"* Build A Gorgeous App By Only Describing It
- SPIRITT is a human-assisted AI platform that lets you build complex apps like Airbnb, Instagram, Pinterest, and many more without any tech skills needed, With an affordable monthly price.",Build Apps from Text Interface,,Applications (Horizontal),Code,Application Building,General,Yes,,,,,,,,,
Splash,"$23,600,000 ","Amazon Alexa Fund,BITKRAFT Ventures,Khosla Ventures,King River Capital,Mawson,Techstars",103,www.splashhq.com,"* Create your sound
- Join the next generation of music producers on SplashHQ",Music,,Applications (Horizontal),Audio,Music Generation,General,Yes,,,,,,,,,
Splash,"$23,220,227","Techstars, BITKRAFT Ventures, Khosla Ventures, Techstars Ventures, King River Capital",,https://www.splashmusic.com/,,Audio,Song generation,,,,,,,Australia,,,,,,,
Stability,"$111,000,000 ","Coatue Management,Fourth Revolution Capital,Lightspeed Venture Partners,Mantis VC,O'Shaughnessy Asset Management",100,www.stability.ai,"* AI by the people, for the people
- Designing and implementing solutions using collective intelligence and augmented technology
- Stability AI is building open AI tools that will let us reach our potential.",Foundation Model Providers,,AI Development & Tools,General / Multi-Modal,Model Development & Tools,General,Yes,,,,,,,,,
Stability,"$98,797,885","Lightspeed Venture Partners, Coatue, Kadmos Capital, Fourth Revolution Capital, O'Shaughnessy Asset Management",,https://stability.ai/,,Image,Open AI Tools / Image Generation,,,,,,,"London, UK",,,,,,,
Staircase,"$4,000,000","StageOne Ventures, Disruptive AI Venture Capital",,https://staircase.ai/,,Sentiment Analysis,Text sentiment analysis / contact center,,,,,,,"Los Angeles, CA",,,,,,,
Starryai,,,,https://www.starryai.com/,,Image,Art generation,,,,,,,"New York, NY",,,,,,,
Stenography,$0 ,No Data,,www.stenography.dev,* Finally. Automatic Documentation.,Documentation Writing,,Applications (Horizontal),Code,Code generation & Documentation,General,Yes,,,,,,,,,
Stenography,,,,https://stenography.dev/,,Code,Code Documentation,,,,,,,"New York, NY",,,,,,,
Steve,"$110,000",,,https://www.steve.ai/,,Video,Text to Video,,,,,,,SF Bay Area,,,,,,,
Stockimg.ai,,,,https://stockimg.ai/,,Image,Stock image generation,,,,,,,Unknown,,,,,,,
Storytime,$0 ,"SciFi VC,South Park Commons",4,www.storytime.land,AI generated films,Tools for Artists,,Applications (Vertical),Video,Video Generation & Animation,Media & Entertainment,Yes,,,,,,,,,
Storywizard.ai,,,,https://www.storywizard.ai/,,Text,Children's story generation,,,,,,,Israel,,,,,,,
